Dimension,Num Points,Num Classes,Data file,Serial All Time (ms),Serial Initialize Time (ms),Serial Classify Time (ms),Serial Update Time (ms),Serial Last Classify Time (ms),MPI All Time (ms),MPI Initialize Time (ms),MPI Classify Time (ms),MPI Update Time (ms),MPI Last Classify Time (ms),CUDA All Time (ms),CUDA Initialize Time (ms),CUDA Classify Time (ms),CUDA Update Time (ms),CUDA Last Classify Time (ms),Serial output file,MPI output file,CUDA output file
10,1000000,2,data/1000000_10D.csv,3233.0781,87.1669,2292.0952,751.1900,102.5729,1963.5656,91.5449,1380.7471,440.3381,40.5173,9719.6514,93.4295,8135.8320,730.5253,377.6082,results/1000000_10D_2C_serial.csv,results/1000000_10D_2C_mpi.csv,results/1000000_10D_2C_cuda.csv
10,1000000,2,data/1000000_10D.csv,2847.7959,96.1241,1975.2158,673.9995,102.4027,1509.6035,96.5538,1044.3351,319.9406,36.3653,8527.3447,92.8776,7064.2925,630.6058,362.5871,results/1000000_10D_2C_serial.csv,results/1000000_10D_2C_mpi.csv,results/1000000_10D_2C_cuda.csv
10,1000000,2,data/1000000_10D.csv,3984.2356,87.7455,2858.6487,935.1625,102.6171,2111.9688,90.1186,1517.6610,451.1936,42.7732,11635.6875,88.7415,9917.9238,897.9232,362.4264,results/1000000_10D_2C_serial.csv,results/1000000_10D_2C_mpi.csv,results/1000000_10D_2C_cuda.csv
3,1000000,5,data/1000000_3D.csv,4565.7090,372.5064,3642.6721,458.8742,91.5675,2785.9318,437.1750,2015.6567,269.6102,60.5752,15782.0791,364.7806,14190.2637,464.6409,362.3926,results/1000000_3D_5C_serial.csv,results/1000000_3D_5C_mpi.csv,results/1000000_3D_5C_cuda.csv
3,1000000,5,data/1000000_3D.csv,2513.4521,365.1571,1832.3297,225.2994,90.6154,1686.4078,435.9605,1034.5076,173.0683,39.9661,8659.0303,366.3536,7307.2339,229.2541,365.6878,results/1000000_3D_5C_serial.csv,results/1000000_3D_5C_mpi.csv,results/1000000_3D_5C_cuda.csv
3,1000000,5,data/1000000_3D.csv,2527.9578,374.0858,1830.5660,229.8936,93.3598,1665.7865,422.1549,1036.0327,162.0131,41.5301,8643.7324,366.4176,7323.0957,235.2288,353.9907,results/1000000_3D_5C_serial.csv,results/1000000_3D_5C_mpi.csv,results/1000000_3D_5C_cuda.csv
3,1000000,5,data/1000000_3D.csv,4825.5571,359.4637,3886.2163,486.7163,93.0868,2743.4990,382.1874,2071.5266,246.5958,40.7348,17740.2578,363.6543,16000.0332,506.9538,364.2583,results/1000000_3D_5C_serial.csv,results/1000000_3D_5C_mpi.csv,results/1000000_3D_5C_cuda.csv
3,1000000,5,data/1000000_3D.csv,2509.8694,362.7275,1830.4332,224.5525,92.1273,1604.7657,406.9965,1011.3595,143.2426,40.1025,8758.0127,362.1117,7448.5908,226.2760,367.5167,results/1000000_3D_5C_serial.csv,results/1000000_3D_5C_mpi.csv,results/1000000_3D_5C_cuda.csv
3,1000000,5,data/1000000_3D.csv,3386.7402,360.6436,2613.6140,322.3344,90.1038,2061.2433,417.1670,1442.3724,159.7345,39.5033,12078.9453,360.0193,10657.4238,328.7375,379.6265,results/1000000_3D_5C_serial.csv,results/1000000_3D_5C_mpi.csv,results/1000000_3D_5C_cuda.csv
10,1000000,5,data/1000000_10D.csv,20060.9531,604.7735,16512.8242,2709.9106,233.2684,11007.7395,627.8226,8789.2188,1474.4249,108.3479,31409.4590,596.6626,27336.0000,2671.3599,383.5371,results/1000000_10D_5C_serial.csv,results/1000000_10D_5C_mpi.csv,results/1000000_10D_5C_cuda.csv
10,1000000,5,data/1000000_10D.csv,16564.5977,552.4825,13592.6094,2215.1982,204.2004,9452.2829,619.9014,7645.3442,1088.6682,91.0518,28723.9766,552.3384,25194.9531,2172.0037,389.4886,results/1000000_10D_5C_serial.csv,results/1000000_10D_5C_mpi.csv,results/1000000_10D_5C_cuda.csv
10,1000000,5,data/1000000_10D.csv,15175.5654,566.6799,12383.5732,2017.2811,207.9268,8873.6970,616.5817,7119.9795,1037.2783,91.6123,26240.3184,567.8466,22807.3008,2069.8665,382.8091,results/1000000_10D_5C_serial.csv,results/1000000_10D_5C_mpi.csv,results/1000000_10D_5C_cuda.csv
3,1000000,10,data/1000000_3D.csv,18548.9219,1187.2332,16161.7422,1024.5895,175.2088,10639.0653,1333.3447,8693.0117,515.9614,93.0948,37593.8711,1180.4475,34595.6953,1042.5446,374.0058,results/1000000_3D_10C_serial.csv,results/1000000_3D_10C_mpi.csv,results/1000000_3D_10C_cuda.csv
3,1000000,10,data/1000000_3D.csv,11752.3818,1184.6293,9761.5713,636.0165,170.0641,7057.6479,1272.3989,5356.1289,334.6000,91.8124,23948.5391,1185.1332,21367.1973,646.9997,367.6529,results/1000000_3D_10C_serial.csv,results/1000000_3D_10C_mpi.csv,results/1000000_3D_10C_cuda.csv
3,1000000,10,data/1000000_3D.csv,14597.6250,1185.7678,12427.0693,815.3448,169.3248,8950.3958,1356.6060,7067.5791,426.2896,97.1138,30379.9707,1194.2999,27558.0938,827.9788,372.1318,results/1000000_3D_10C_serial.csv,results/1000000_3D_10C_mpi.csv,results/1000000_3D_10C_cuda.csv
10,1000000,10,data/1000000_10D.csv,24831.3379,2032.0770,20596.5625,1821.1252,381.4458,15129.7288,2369.5583,11637.2012,927.9768,185.9243,25775.2031,2108.6157,21117.1699,1773.7947,395.1278,results/1000000_10D_10C_serial.csv,results/1000000_10D_10C_mpi.csv,results/1000000_10D_10C_cuda.csv
10,1000000,10,data/1000000_10D.csv,27075.0117,2036.3131,22670.4062,1979.4664,388.7070,16235.7950,2217.4297,12904.0928,903.8516,202.5175,27910.1191,2033.2245,23106.9297,1973.7531,391.6728,results/1000000_10D_10C_serial.csv,results/1000000_10D_10C_mpi.csv,results/1000000_10D_10C_cuda.csv
10,1000000,10,data/1000000_10D.csv,26554.4160,2026.8674,22201.0508,1944.8116,381.5710,15617.0990,2222.1731,12226.9180,943.6552,214.9575,27460.2930,2020.9938,22705.8613,1910.9078,398.7702,results/1000000_10D_10C_serial.csv,results/1000000_10D_10C_mpi.csv,results/1000000_10D_10C_cuda.csv
3,1000000,100,data/1000000_3D.csv,228275.9688,88532.6328,137222.5000,1015.8761,1504.7435,186522.4802,95559.3438,89366.1875,785.5051,808.6290,125836.0938,88582.7500,35416.6680,1033.2391,380.9321,results/1000000_3D_100C_serial.csv,results/1000000_3D_100C_mpi.csv,results/1000000_3D_100C_cuda.csv
3,1000000,100,data/1000000_3D.csv,231356.4531,87952.1094,140861.6406,1049.2526,1493.2214,175958.6983,96736.5859,77900.2812,523.6658,794.3712,126941.9688,88432.4766,36591.4531,1076.9197,413.7667,results/1000000_3D_100C_serial.csv,results/1000000_3D_100C_mpi.csv,results/1000000_3D_100C_cuda.csv
3,1000000,100,data/1000000_3D.csv,268606.6562,88296.3359,177482.6250,1324.7162,1502.7404,199848.7952,98495.4688,99664.8672,863.3571,822.4075,135878.0625,88420.7109,45252.4883,1349.5389,405.2726,results/1000000_3D_100C_serial.csv,results/1000000_3D_100C_mpi.csv,results/1000000_3D_100C_cuda.csv
10,1000000,100,data/1000000_10D.csv,629917.3750,184651.4844,437557.5625,4234.7808,3473.2590,446053.7679,203079.7031,238958.1719,2072.3293,1935.2336,252631.1406,184861.9062,62651.9766,4104.8208,505.6031,results/1000000_10D_100C_serial.csv,results/1000000_10D_100C_mpi.csv,results/1000000_10D_100C_cuda.csv
10,1000000,100,data/1000000_10D.csv,939411.6875,184401.3438,744310.8125,7237.7651,3461.2588,617740.2244,200598.4219,411075.6250,4155.5400,1901.0220,302110.0938,184481.8281,109228.2266,7273.1499,512.6636,results/1000000_10D_100C_serial.csv,results/1000000_10D_100C_mpi.csv,results/1000000_10D_100C_cuda.csv
10,1000000,100,data/1000000_10D.csv,724653.5000,184991.1719,531045.7500,5147.1157,3468.9146,500717.9620,201614.0469,293493.8125,3674.4326,1926.3000,267758.3125,184926.1094,76789.6875,5035.4604,479.4440,results/1000000_10D_100C_serial.csv,results/1000000_10D_100C_mpi.csv,results/1000000_10D_100C_cuda.csv
